  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.568987546356573E-004
  9.1154175E-03  0.0000000E+00  0.0000000E+00  2.240212626103137E-004
 -9.1154175E-03  0.0000000E+00  0.0000000E+00  5.096638426148267E-004
  1.8230835E-02  0.0000000E+00  0.0000000E+00  1.239476836988415E-004
 -1.8230835E-02  0.0000000E+00  0.0000000E+00  6.684155339706952E-004
  2.7346252E-02  0.0000000E+00  0.0000000E+00  6.692762923567579E-005
 -2.7346252E-02  0.0000000E+00  0.0000000E+00  8.197938611775573E-004
  3.6461670E-02  0.0000000E+00  0.0000000E+00  5.890435545452605E-005
 -3.6461670E-02  0.0000000E+00  0.0000000E+00  9.526556886271972E-004
  4.5577087E-02  0.0000000E+00  0.0000000E+00  1.004741908260419E-004
 -4.5577087E-02  0.0000000E+00  0.0000000E+00  1.059601429204712E-003
  5.4692503E-02  0.0000000E+00  0.0000000E+00  1.858585107614504E-004
 -5.4692503E-02  0.0000000E+00  0.0000000E+00  1.138039931619173E-003
  6.3807920E-02  0.0000000E+00  0.0000000E+00  3.026446456991630E-004
 -6.3807920E-02  0.0000000E+00  0.0000000E+00  1.190739334704114E-003
  7.2923340E-02  0.0000000E+00  0.0000000E+00  4.322322081704592E-004
 -7.2923340E-02  0.0000000E+00  0.0000000E+00  1.225731875996445E-003
  8.2038753E-02  0.0000000E+00  0.0000000E+00  5.513393501096633E-004
 -8.2038753E-02  0.0000000E+00  0.0000000E+00  1.255232094097217E-003
  9.1154173E-02  0.0000000E+00  0.0000000E+00  6.344312669585647E-004
 -9.1154173E-02  0.0000000E+00  0.0000000E+00  1.293678602895143E-003
  0.1002696      0.0000000E+00  0.0000000E+00  6.571186704451502E-004
 -0.1002696      0.0000000E+00  0.0000000E+00  1.354610902510099E-003
  0.1093850      0.0000000E+00  0.0000000E+00  6.002159325059316E-004
 -0.1093850      0.0000000E+00  0.0000000E+00  1.447369522762636E-003
  0.1185004      0.0000000E+00  0.0000000E+00  4.539070954862661E-004
 -0.1185004      0.0000000E+00  0.0000000E+00  1.573337177162812E-003
  0.1276158      0.0000000E+00  0.0000000E+00  2.212930678717486E-004
 -0.1276158      0.0000000E+00  0.0000000E+00  1.722911497480277E-003
  0.1367313      0.0000000E+00  0.0000000E+00 -7.931816514134603E-005
 -0.1367313      0.0000000E+00  0.0000000E+00  1.873604100453950E-003
  0.1458467      0.0000000E+00  0.0000000E+00 -4.140403047565275E-004
 -0.1458467      0.0000000E+00  0.0000000E+00  1.989972779007363E-003
  0.1549621      0.0000000E+00  0.0000000E+00 -7.353346533949626E-004
 -0.1549621      0.0000000E+00  0.0000000E+00  2.025548828971471E-003
  0.1640775      0.0000000E+00  0.0000000E+00 -9.864805744016778E-004
 -0.1640775      0.0000000E+00  0.0000000E+00  1.927217556678388E-003
  0.1731929      0.0000000E+00  0.0000000E+00 -1.108142784519144E-003
 -0.1731929      0.0000000E+00  0.0000000E+00  1.641505377006632E-003
  0.1823083      0.0000000E+00  0.0000000E+00 -1.046816371725823E-003
 -0.1823083      0.0000000E+00  0.0000000E+00  1.122806273907278E-003
  0.1914238      0.0000000E+00  0.0000000E+00 -7.642929052106116E-004
 -0.1914238      0.0000000E+00  0.0000000E+00  3.431777402681899E-004
  0.2005392      0.0000000E+00  0.0000000E+00 -2.471121263085128E-004
 -0.2005392      0.0000000E+00  0.0000000E+00 -6.968745809189391E-004
  0.2096546      0.0000000E+00  0.0000000E+00  4.864040242241314E-004
 -0.2096546      0.0000000E+00  0.0000000E+00 -1.958378990993462E-003
  0.2187700      0.0000000E+00  0.0000000E+00  1.385064793821577E-003
 -0.2187700      0.0000000E+00  0.0000000E+00 -3.359589114881138E-003
  0.2278854      0.0000000E+00  0.0000000E+00  2.372525690326459E-003
 -0.2278854      0.0000000E+00  0.0000000E+00 -4.784764296345434E-003
  0.2370009      0.0000000E+00  0.0000000E+00  3.361163309507986E-003
 -0.2370009      0.0000000E+00  0.0000000E+00 -6.108223047548943E-003
  0.2461163      0.0000000E+00  0.0000000E+00  4.266471437905154E-003
 -0.2461163      0.0000000E+00  0.0000000E+00 -7.222945901925663E-003
  0.2552317      0.0000000E+00  0.0000000E+00  5.021944775506809E-003
 -0.2552317      0.0000000E+00  0.0000000E+00 -8.059492228126415E-003
  0.2643471      0.0000000E+00  0.0000000E+00  5.593580768653659E-003
 -0.2643471      0.0000000E+00  0.0000000E+00 -8.591147288355996E-003
  0.2734625      0.0000000E+00  0.0000000E+00  5.984555772074733E-003
 -0.2734625      0.0000000E+00  0.0000000E+00 -8.828836381048505E-003
  0.2825779      0.0000000E+00  0.0000000E+00  6.226434237709635E-003
 -0.2825779      0.0000000E+00  0.0000000E+00 -8.810527216555409E-003
  0.2916934      0.0000000E+00  0.0000000E+00  6.365520249880736E-003
 -0.2916934      0.0000000E+00  0.0000000E+00 -8.590331792953827E-003
  0.3008088      0.0000000E+00  0.0000000E+00  6.452363942032658E-003
 -0.3008088      0.0000000E+00  0.0000000E+00 -8.230318713207906E-003
  0.3099242      0.0000000E+00  0.0000000E+00  6.535209323803544E-003
 -0.3099242      0.0000000E+00  0.0000000E+00 -7.794596687158656E-003
  0.3190396      0.0000000E+00  0.0000000E+00  6.655716533240753E-003
 -0.3190396      0.0000000E+00  0.0000000E+00 -7.344419957490976E-003
  0.3281550      0.0000000E+00  0.0000000E+00  6.845981009063836E-003
 -0.3281550      0.0000000E+00  0.0000000E+00 -6.934188154321648E-003
  0.3372704      0.0000000E+00  0.0000000E+00  7.126582331050338E-003
 -0.3372704      0.0000000E+00  0.0000000E+00 -6.608292069975797E-003
  0.3463859      0.0000000E+00  0.0000000E+00  7.506200306575350E-003
 -0.3463859      0.0000000E+00  0.0000000E+00 -6.399524600054901E-003
  0.3555013      0.0000000E+00  0.0000000E+00  7.982757091875292E-003
 -0.3555013      0.0000000E+00  0.0000000E+00 -6.329108213693608E-003
  0.3646167      0.0000000E+00  0.0000000E+00  8.546157811907405E-003
 -0.3646167      0.0000000E+00  0.0000000E+00 -6.408380411855498E-003
  0.3737321      0.0000000E+00  0.0000000E+00  9.181733762012634E-003
