 SOC
  0.000000000000000E+000  !scissors operator
-2.2930
     4.1133665     0.0000000     0.0000000
    -2.0566833     3.5622799     0.0000000
     0.0000000     0.0000000    16.0000000
 written on 18Dec2023 at 09:25:37 
          16
         121
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1
   -7   -4    0    1    1    0.000145    0.000010
   -7   -4    0    2    1    0.000012    0.000014
   -7   -4    0    3    1   -0.000168   -0.000013
   -7   -4    0    4    1    0.000035   -0.000017
   -7   -4    0    5    1    0.000126    0.000005
   -7   -4    0    6    1    0.000044    0.000003
   -7   -4    0    7    1   -0.000129   -0.000016
   -7   -4    0    8    1   -0.000015   -0.000024
   -7   -4    0    9    1   -0.000248    0.000000
   -7   -4    0   10    1   -0.000026   -0.000035
   -7   -4    0   11    1    0.000082    0.000004
   -7   -4    0   12    1   -0.000027    0.000011
   -7   -4    0   13    1    0.000031   -0.000007
   -7   -4    0   14    1   -0.000064    0.000013
   -7   -4    0   15    1   -0.000016   -0.000004
   -7   -4    0   16    1    0.000016   -0.000014
   -7   -4    0    1    2    0.000021   -0.000015
   -7   -4    0    2    2    0.000148   -0.000001
   -7   -4    0    3    2    0.000006    0.000035
   -7   -4    0    4    2    0.000115    0.000013
   -7   -4    0    5    2    0.000026   -0.000042
   -7   -4    0    6    2    0.000158    0.000032
   -7   -4    0    7    2    0.000024   -0.000000
   -7   -4    0    8    2   -0.000139   -0.000017
   -7   -4    0    9    2   -0.000026    0.000035
   -7   -4    0   10    2   -0.000199    0.000000
   -7   -4    0   11    2   -0.000047   -0.000073
   -7   -4    0   12    2    0.000034   -0.000019
   -7   -4    0   13    2    0.000014    0.000009
   -7   -4    0   14    2   -0.000064   -0.000079
   -7   -4    0   15    2   -0.000032   -0.000047
   -7   -4    0   16    2   -0.000010    0.000059
   -7   -4    0    1    3    0.000304    0.000008
   -7   -4    0    2    3   -0.000014    0.000050
   -7   -4    0    3    3    0.000107   -0.000007
   -7   -4    0    4    3   -0.000036    0.000026
   -7   -4    0    5    3    0.000041   -0.000012
   -7   -4    0    6    3   -0.000061    0.000024
   -7   -4    0    7    3   -0.000065   -0.000023
   -7   -4    0    8    3    0.000030   -0.000019
   -7   -4    0    9    3   -0.000082    0.000004
   -7   -4    0   10    3    0.000047   -0.000073
   -7   -4    0   11    3    0.000509   -0.000000
   -7   -4    0   12    3   -0.000011    0.000067
   -7   -4    0   13    3   -0.000249   -0.000032
   -7   -4    0   14    3    0.000037    0.000033
   -7   -4    0   15    3    0.000267   -0.000025
   -7   -4    0   16    3   -0.000015   -0.000003
   -7   -4    0    1    4   -0.000037    0.000020
   -7   -4    0    2    4   -0.000085   -0.000002
   -7   -4    0    3    4    0.000010    0.000044
   -7   -4    0    4    4    0.000057   -0.000012
   -7   -4    0    5    4    0.000033   -0.000014
   -7   -4    0    6    4    0.000098    0.000058
   -7   -4    0    7    4    0.000062    0.000023
   -7   -4    0    8    4    0.000028   -0.000064
